日付,時間 ,約定値,出来高
2025/12/05,10:24:39,292,100
2025/12/05,10:24:39,291,400
2025/12/05,10:24:35,291,100
2025/12/05,10:24:35,290,100
2025/12/05,10:24:34,291,400
2025/12/05,10:24:34,291,400
2025/12/05,10:24:19,292,300
2025/12/05,10:23:57,293,100
2025/12/05,10:23:57,293,300
2025/12/05,10:23:55,291,200
2025/12/05,10:23:55,292,100
2025/12/05,10:23:51,292,100
2025/12/05,10:23:51,291,100
2025/12/05,10:23:51,291,100
2025/12/05,10:23:51,291,500
2025/12/05,10:23:30,291,100
2025/12/05,10:23:28,290,300
2025/12/05,10:23:28,290,"1,500"
2025/12/05,10:23:26,289,600
2025/12/05,10:23:22,290,300
2025/12/05,10:23:16,290,100
2025/12/05,10:23:01,290,100
2025/12/05,10:22:58,289,700
2025/12/05,10:22:58,289,300
2025/12/05,10:22:54,288,600
2025/12/05,10:22:53,288,600
2025/12/05,10:22:52,288,400
2025/12/05,10:22:52,288,100
2025/12/05,10:22:49,288,"1,000"
2025/12/05,10:22:44,288,100
2025/12/05,10:22:43,289,100
2025/12/05,10:22:38,288,"4,500"
2025/12/05,10:22:37,290,100
2025/12/05,10:22:33,288,800
2025/12/05,10:22:33,289,300
2025/12/05,10:22:31,290,900
2025/12/05,10:22:31,290,800
2025/12/05,10:22:31,291,100
2025/12/05,10:22:23,291,100
2025/12/05,10:22:20,291,100
2025/12/05,10:22:19,291,100
2025/12/05,10:22:18,290,100
2025/12/05,10:22:17,290,100
2025/12/05,10:22:17,289,"3,100"
2025/12/05,10:22:17,289,"4,000"
2025/12/05,10:22:17,290,100
2025/12/05,10:22:17,290,100
2025/12/05,10:22:17,290,700
2025/12/05,10:22:16,291,"1,000"
2025/12/05,10:22:16,291,100
2025/12/05,10:22:15,291,"1,000"
2025/12/05,10:21:49,294,"1,900"
2025/12/05,10:21:49,294,400
2025/12/05,10:21:49,294,200
2025/12/05,10:21:47,294,400
2025/12/05,10:21:45,294,500
2025/12/05,10:21:44,294,100
2025/12/05,10:21:43,293,100
2025/12/05,10:21:31,294,200
2025/12/05,10:21:31,293,300
2025/12/05,10:21:22,293,300
2025/12/05,10:21:22,292,500
2025/12/05,10:21:22,291,200
2025/12/05,10:21:21,292,300
2025/12/05,10:21:20,291,200
2025/12/05,10:21:16,291,100
2025/12/05,10:21:15,288,100
2025/12/05,10:21:15,289,800
2025/12/05,10:21:15,290,300
2025/12/05,10:21:15,291,100
2025/12/05,10:21:13,289,200
2025/12/05,10:21:13,290,200
2025/12/05,10:21:12,295,400
2025/12/05,10:21:12,294,"1,000"
2025/12/05,10:21:12,293,"1,100"
2025/12/05,10:21:12,292,300
2025/12/05,10:21:12,291,"6,000"
2025/12/05,10:21:12,290,700
2025/12/05,10:21:08,291,100
2025/12/05,10:21:08,288,100
2025/12/05,10:21:07,288,"2,800"
2025/12/05,10:21:06,289,"3,900"
2025/12/05,10:21:06,290,"2,500"
2025/12/05,10:21:06,291,300
2025/12/05,10:21:06,291,200
2025/12/05,10:21:06,291,"1,600"
2025/12/05,10:21:06,291,"2,800"
2025/12/05,10:20:58,293,100
2025/12/05,10:20:57,291,"1,500"
2025/12/05,10:20:57,292,500
2025/12/05,10:20:54,292,100
2025/12/05,10:20:54,293,100
2025/12/05,10:20:54,291,600
2025/12/05,10:20:52,292,"3,100"
2025/12/05,10:20:52,293,100
2025/12/05,10:20:52,293,100
2025/12/05,10:20:51,294,100
2025/12/05,10:20:50,293,200
2025/12/05,10:20:44,294,100
2025/12/05,10:20:41,293,100
2025/12/05,10:20:41,293,200
2025/12/05,10:20:40,295,600
2025/12/05,10:20:40,294,200
2025/12/05,10:20:38,294,800
2025/12/05,10:20:31,294,200
2025/12/05,10:20:31,292,"5,900"
2025/12/05,10:20:31,293,"1,200"
2025/12/05,10:20:30,295,100
2025/12/05,10:20:28,294,100
2025/12/05,10:20:27,293,100
2025/12/05,10:20:25,293,100
2025/12/05,10:20:23,293,100
2025/12/05,10:20:23,292,600
2025/12/05,10:20:17,295,100
2025/12/05,10:20:13,295,100
2025/12/05,10:20:12,295,100
2025/12/05,10:20:12,294,400
2025/12/05,10:20:12,293,300
2025/12/05,10:20:08,291,800
2025/12/05,10:20:06,292,700
2025/12/05,10:20:06,293,"2,900"
2025/12/05,10:20:06,293,"1,800"
2025/12/05,10:20:06,294,800
2025/12/05,10:20:01,296,100
2025/12/05,10:20:00,295,"1,500"
2025/12/05,10:19:58,295,100
2025/12/05,10:19:55,296,"1,000"
2025/12/05,10:19:54,296,100
2025/12/05,10:19:52,295,200
2025/12/05,10:19:52,295,200
2025/12/05,10:19:51,296,100
2025/12/05,10:19:50,296,200
2025/12/05,10:19:50,295,400
2025/12/05,10:19:45,295,100
2025/12/05,10:19:42,294,"1,100"
2025/12/05,10:19:42,294,100
2025/12/05,10:19:38,293,300
2025/12/05,10:19:35,293,"1,700"
2025/12/05,10:19:34,293,200
2025/12/05,10:19:31,294,100
2025/12/05,10:19:31,294,"1,000"
2025/12/05,10:19:22,294,100
2025/12/05,10:19:22,294,400
2025/12/05,10:19:16,296,100
2025/12/05,10:19:15,295,100
2025/12/05,10:19:15,295,100
2025/12/05,10:19:10,296,100
2025/12/05,10:19:07,296,100
2025/12/05,10:19:05,295,300
2025/12/05,10:19:02,295,600
2025/12/05,10:19:01,296,100
2025/12/05,10:18:52,296,100
2025/12/05,10:18:51,295,100
2025/12/05,10:18:51,296,100
2025/12/05,10:18:50,294,900
2025/12/05,10:18:50,295,700
2025/12/05,10:18:50,296,100
2025/12/05,10:18:50,296,300
2025/12/05,10:18:50,296,200
2025/12/05,10:18:48,297,900
2025/12/05,10:18:48,296,500
2025/12/05,10:18:48,295,900
2025/12/05,10:18:48,296,700
2025/12/05,10:18:46,296,400
2025/12/05,10:18:40,297,300
2025/12/05,10:18:39,298,300
2025/12/05,10:18:38,298,100
2025/12/05,10:18:35,298,100
2025/12/05,10:18:34,297,"1,600"
2025/12/05,10:18:29,298,"1,600"
2025/12/05,10:18:29,298,"2,800"
2025/12/05,10:18:29,298,100
2025/12/05,10:18:28,298,500
2025/12/05,10:18:28,298,"3,000"
2025/12/05,10:18:26,299,100
2025/12/05,10:18:24,299,800
2025/12/05,10:18:20,298,300
2025/12/05,10:18:19,299,100
2025/12/05,10:18:18,299,500
2025/12/05,10:18:18,299,"1,000"
2025/12/05,10:18:16,299,400
2025/12/05,10:18:16,299,100
2025/12/05,10:18:15,299,100
2025/12/05,10:18:13,298,200
2025/12/05,10:18:13,298,"1,800"
2025/12/05,10:18:13,299,100
2025/12/05,10:18:13,299,"5,000"
2025/12/05,10:18:11,298,"1,200"
2025/12/05,10:18:11,298,"3,800"
2025/12/05,10:18:11,298,100
2025/12/05,10:18:11,298,"2,700"
2025/12/05,10:18:10,298,100
2025/12/05,10:18:08,298,"7,400"
2025/12/05,10:18:08,297,"2,200"
2025/12/05,10:18:08,296,200
2025/12/05,10:18:01,297,100
2025/12/05,10:18:00,296,"2,200"
2025/12/05,10:18:00,296,"3,000"
2025/12/05,10:17:58,295,100
2025/12/05,10:17:57,296,100
2025/12/05,10:17:56,294,200
2025/12/05,10:17:56,295,100
2025/12/05,10:17:55,295,100
2025/12/05,10:17:45,297,100
2025/12/05,10:17:45,295,100
2025/12/05,10:17:44,297,900
2025/12/05,10:17:44,297,500
2025/12/05,10:17:44,296,"1,000"
2025/12/05,10:17:38,296,100
2025/12/05,10:17:35,295,300
2025/12/05,10:17:35,294,100
2025/12/05,10:17:35,294,600
2025/12/05,10:17:34,294,"1,600"
2025/12/05,10:17:34,294,"2,500"
2025/12/05,10:17:34,295,"2,100"
2025/12/05,10:17:34,296,200
2025/12/05,10:17:33,298,100
2025/12/05,10:17:33,297,600
2025/12/05,10:17:33,296,100
2025/12/05,10:17:32,297,200
2025/12/05,10:17:30,298,100
2025/12/05,10:17:29,297,700
2025/12/05,10:17:29,296,200
2025/12/05,10:17:27,297,"1,000"
2025/12/05,10:17:27,296,"8,500"
2025/12/05,10:17:27,295,700
2025/12/05,10:17:27,295,100
2025/12/05,10:17:27,294,200
2025/12/05,10:17:21,294,"1,100"
2025/12/05,10:17:20,295,500
2025/12/05,10:17:19,294,300
2025/12/05,10:17:19,294,"1,000"
2025/12/05,10:17:17,294,500
2025/12/05,10:17:17,294,"4,000"
2025/12/05,10:17:16,294,"1,500"
2025/12/05,10:17:16,294,"1,000"
2025/12/05,10:17:16,295,100
2025/12/05,10:17:15,294,"1,600"
2025/12/05,10:17:15,295,400
2025/12/05,10:17:13,296,100
2025/12/05,10:17:11,296,400
2025/12/05,10:17:10,296,400
2025/12/05,10:17:09,297,100
2025/12/05,10:17:08,296,100
2025/12/05,10:17:07,297,200
2025/12/05,10:17:06,297,500
2025/12/05,10:17:06,298,100
2025/12/05,10:17:06,298,"1,000"
2025/12/05,10:17:06,296,"1,500"
2025/12/05,10:17:05,298,100
2025/12/05,10:17:04,297,"10,000"
2025/12/05,10:17:04,297,100
2025/12/05,10:17:04,295,100
2025/12/05,10:17:03,295,100
2025/12/05,10:17:03,296,"1,100"
2025/12/05,10:17:01,296,"2,200"
2025/12/05,10:17:01,296,100
2025/12/05,10:17:01,295,400
2025/12/05,10:17:00,294,100
2025/12/05,10:17:00,294,"1,100"
2025/12/05,10:16:57,294,700
2025/12/05,10:16:55,294,100
2025/12/05,10:16:54,294,300
2025/12/05,10:16:54,294,100
2025/12/05,10:16:53,294,100
2025/12/05,10:16:53,295,"2,000"
2025/12/05,10:16:53,294,500
2025/12/05,10:16:51,294,100
2025/12/05,10:16:51,294,100
2025/12/05,10:16:51,293,300
2025/12/05,10:16:51,295,"5,000"
2025/12/05,10:16:50,295,100
2025/12/05,10:16:49,296,100
2025/12/05,10:16:48,296,"3,800"
2025/12/05,10:16:48,295,200
2025/12/05,10:16:48,294,200
2025/12/05,10:16:48,295,"2,000"
2025/12/05,10:16:46,296,100
2025/12/05,10:16:46,295,"11,900"
2025/12/05,10:16:46,294,"4,600"
2025/12/05,10:16:46,293,"3,300"
2025/12/05,10:16:46,292,100
2025/12/05,10:16:44,292,400
2025/12/05,10:16:44,292,700
2025/12/05,10:16:43,292,100
2025/12/05,10:16:42,291,500
2025/12/05,10:16:40,291,"1,000"
2025/12/05,10:16:39,291,100
2025/12/05,10:16:37,290,300
2025/12/05,10:16:37,290,"14,200"
2025/12/05,10:16:37,289,"1,300"
2025/12/05,10:16:37,288,300
2025/12/05,10:16:37,286,"2,200"
2025/12/05,10:16:37,287,800
2025/12/05,10:16:35,287,200
2025/12/05,10:16:28,287,700
2025/12/05,10:16:24,288,100
2025/12/05,10:16:21,287,100
2025/12/05,10:16:21,287,300
2025/12/05,10:16:21,287,100
2025/12/05,10:16:17,287,100
2025/12/05,10:16:14,286,200
2025/12/05,10:16:14,284,300
2025/12/05,10:16:14,285,"3,600"
2025/12/05,10:16:14,286,"5,400"
2025/12/05,10:16:14,287,500
2025/12/05,10:16:13,288,100
2025/12/05,10:16:09,287,100
2025/12/05,10:16:06,287,100
2025/12/05,10:16:03,286,200
2025/12/05,10:16:03,286,800
2025/12/05,10:16:01,287,300
2025/12/05,10:16:01,287,800
2025/12/05,10:15:58,287,500
2025/12/05,10:15:54,287,100
2025/12/05,10:15:53,288,100
2025/12/05,10:15:52,287,100
2025/12/05,10:15:52,287,"3,200"
2025/12/05,10:15:45,288,100
2025/12/05,10:15:41,288,100
2025/12/05,10:15:39,287,800
2025/12/05,10:15:35,288,100
2025/12/05,10:15:34,288,"1,600"
2025/12/05,10:15:34,288,"1,100"
2025/12/05,10:15:23,289,500
2025/12/05,10:15:22,288,400
2025/12/05,10:15:12,290,"1,800"
2025/12/05,10:15:12,290,100
2025/12/05,10:15:12,289,100
2025/12/05,10:15:07,289,100
2025/12/05,10:15:01,290,"1,500"
2025/12/05,10:15:00,289,400
2025/12/05,10:15:00,289,100
2025/12/05,10:14:58,289,500
2025/12/05,10:14:58,289,100
2025/12/05,10:14:58,289,"1,500"
2025/12/05,10:14:56,289,100
2025/12/05,10:14:56,289,100
2025/12/05,10:14:56,289,100
2025/12/05,10:14:55,289,100
2025/12/05,10:14:55,290,900
2025/12/05,10:14:54,290,100
2025/12/05,10:14:54,289,200
2025/12/05,10:14:53,289,"1,600"
2025/12/05,10:14:53,288,700
2025/12/05,10:14:51,287,"1,100"
2025/12/05,10:14:51,287,100
2025/12/05,10:14:51,287,100
2025/12/05,10:14:50,285,100
2025/12/05,10:14:50,287,100
2025/12/05,10:14:48,286,100
2025/12/05,10:14:47,287,100
2025/12/05,10:14:46,286,100
2025/12/05,10:14:43,287,100
2025/12/05,10:14:42,287,200
2025/12/05,10:14:42,286,700
2025/12/05,10:14:41,285,300
2025/12/05,10:14:40,286,200
2025/12/05,10:14:38,286,100
2025/12/05,10:14:37,286,100
2025/12/05,10:14:37,288,200
2025/12/05,10:14:37,287,500
2025/12/05,10:14:37,286,400
2025/12/05,10:14:33,286,100
2025/12/05,10:14:33,285,300
2025/12/05,10:14:33,285,200
2025/12/05,10:14:33,287,100
2025/12/05,10:14:33,286,200
2025/12/05,10:14:33,285,100
2025/12/05,10:14:32,285,100
2025/12/05,10:14:32,284,800
2025/12/05,10:14:32,285,"1,500"
2025/12/05,10:14:31,286,200
2025/12/05,10:14:31,286,200
2025/12/05,10:14:30,286,100
2025/12/05,10:14:30,286,800
2025/12/05,10:14:30,286,400
2025/12/05,10:14:30,287,100
2025/12/05,10:14:30,287,100
2025/12/05,10:14:30,287,800
2025/12/05,10:14:30,286,600
2025/12/05,10:14:28,287,100
2025/12/05,10:14:28,286,200
2025/12/05,10:14:27,287,100
2025/12/05,10:14:25,286,100
2025/12/05,10:14:25,286,100
2025/12/05,10:14:25,286,200
2025/12/05,10:14:23,286,100
2025/12/05,10:14:23,287,100
2025/12/05,10:14:23,287,500
2025/12/05,10:14:22,287,100
2025/12/05,10:14:21,287,"1,200"
2025/12/05,10:14:21,287,200
2025/12/05,10:14:20,285,200
2025/12/05,10:14:20,286,200
2025/12/05,10:14:20,288,200
2025/12/05,10:14:20,287,400
2025/12/05,10:14:20,286,100
2025/12/05,10:14:20,287,100
2025/12/05,10:14:17,285,200
2025/12/05,10:14:17,285,100
2025/12/05,10:14:17,287,100
2025/12/05,10:14:17,286,"2,000"
2025/12/05,10:14:17,285,100
2025/12/05,10:14:16,285,200
2025/12/05,10:14:16,284,400
2025/12/05,10:14:16,284,100
2025/12/05,10:14:16,285,700
2025/12/05,10:14:16,285,600
2025/12/05,10:14:15,283,700
2025/12/05,10:14:15,285,200
2025/12/05,10:14:15,285,100
2025/12/05,10:14:15,283,100
2025/12/05,10:14:14,285,500
2025/12/05,10:14:13,283,500
2025/12/05,10:14:13,284,500
2025/12/05,10:14:12,284,200
2025/12/05,10:14:11,284,100
2025/12/05,10:14:11,286,"1,700"
2025/12/05,10:14:11,285,300
2025/12/05,10:14:10,283,500
2025/12/05,10:14:10,284,200
2025/12/05,10:14:10,285,300
2025/12/05,10:14:10,284,200
2025/12/05,10:14:10,284,100
2025/12/05,10:14:09,283,100
2025/12/05,10:14:09,284,200
2025/12/05,10:14:08,285,400
2025/12/05,10:14:08,284,100
2025/12/05,10:14:08,283,300
2025/12/05,10:14:08,283,700
2025/12/05,10:14:08,283,"1,700"
2025/12/05,10:14:08,284,200
2025/12/05,10:14:08,283,100
2025/12/05,10:14:08,283,600
2025/12/05,10:14:07,284,100
2025/12/05,10:14:07,283,"2,700"
2025/12/05,10:14:06,283,100
2025/12/05,10:14:06,284,100
2025/12/05,10:14:06,283,"1,000"
2025/12/05,10:14:06,284,"1,200"
2025/12/05,10:14:06,285,"5,800"
2025/12/05,10:14:06,285,"1,000"
2025/12/05,10:14:06,286,100
2025/12/05,10:14:06,285,500
2025/12/05,10:14:06,285,600
2025/12/05,10:14:05,286,100
2025/12/05,10:14:05,285,"3,700"
2025/12/05,10:14:05,285,"6,700"
2025/12/05,10:14:05,286,"3,300"
2025/12/05,10:14:05,288,"3,300"
2025/12/05,10:14:05,287,600
2025/12/05,10:14:05,286,"2,100"
2025/12/05,10:14:03,287,"7,000"
2025/12/05,10:14:03,288,"10,400"
2025/12/05,10:14:03,289,"3,900"
2025/12/05,10:14:02,290,"2,000"
2025/12/05,10:13:59,292,100
2025/12/05,10:13:58,292,400
2025/12/05,10:13:58,291,500
2025/12/05,10:13:56,292,300
2025/12/05,10:13:56,291,100
2025/12/05,10:13:54,291,700
2025/12/05,10:13:54,290,300
2025/12/05,10:13:54,288,200
2025/12/05,10:13:53,289,100
2025/12/05,10:13:53,289,300
2025/12/05,10:13:52,288,100
2025/12/05,10:13:52,288,800
2025/12/05,10:13:51,289,200
2025/12/05,10:13:51,289,"4,600"
2025/12/05,10:13:51,289,"2,000"
2025/12/05,10:13:51,290,"8,000"
2025/12/05,10:13:51,290,"2,300"
2025/12/05,10:13:51,290,"1,900"
2025/12/05,10:13:51,290,"1,000"
2025/12/05,10:13:50,290,100
2025/12/05,10:13:50,290,"4,600"
2025/12/05,10:13:50,291,"1,800"
2025/12/05,10:13:50,292,"10,400"
2025/12/05,10:13:50,293,100
2025/12/05,10:13:49,294,100
2025/12/05,10:13:49,294,400
2025/12/05,10:13:49,293,"1,600"
2025/12/05,10:13:49,293,"1,100"
2025/12/05,10:13:49,293,"3,000"
2025/12/05,10:13:48,294,300
2025/12/05,10:13:45,294,400
2025/12/05,10:13:41,295,400
2025/12/05,10:13:40,296,100
2025/12/05,10:13:39,295,100
2025/12/05,10:13:35,296,100
2025/12/05,10:13:34,295,"2,000"
2025/12/05,10:13:34,296,100
2025/12/05,10:13:34,295,200
2025/12/05,10:13:34,295,100
2025/12/05,10:13:34,295,300
2025/12/05,10:13:33,294,"1,100"
2025/12/05,10:13:32,296,100
2025/12/05,10:13:29,296,300
2025/12/05,10:13:28,294,400
2025/12/05,10:13:28,295,200
2025/12/05,10:13:27,296,100
2025/12/05,10:13:27,297,400
2025/12/05,10:13:25,296,100
2025/12/05,10:13:24,297,500
2025/12/05,10:13:24,296,"1,200"
2025/12/05,10:13:24,295,200
2025/12/05,10:13:24,294,600
2025/12/05,10:13:23,295,"1,000"
2025/12/05,10:13:19,296,100
2025/12/05,10:13:19,295,900
2025/12/05,10:13:18,295,100
2025/12/05,10:13:17,294,"1,500"
2025/12/05,10:13:17,295,"3,300"
2025/12/05,10:13:17,296,200
2025/12/05,10:13:13,297,100
2025/12/05,10:13:10,295,"2,900"
2025/12/05,10:13:09,297,400
2025/12/05,10:13:09,295,600
2025/12/05,10:13:06,297,300
2025/12/05,10:13:06,296,"3,400"
2025/12/05,10:13:06,297,100
2025/12/05,10:13:05,296,"2,700"
2025/12/05,10:13:03,297,100
2025/12/05,10:12:57,297,100
2025/12/05,10:12:57,297,300
2025/12/05,10:12:56,296,"1,100"
2025/12/05,10:12:56,297,100
2025/12/05,10:12:56,297,"1,000"
2025/12/05,10:12:55,297,500
2025/12/05,10:12:48,296,100
2025/12/05,10:12:46,297,400
2025/12/05,10:12:45,296,300
2025/12/05,10:12:45,296,100
2025/12/05,10:12:42,295,200
2025/12/05,10:12:40,296,100
2025/12/05,10:12:40,294,200
2025/12/05,10:12:40,295,100
2025/12/05,10:12:40,296,"1,200"
2025/12/05,10:12:40,296,"2,800"
2025/12/05,10:12:40,295,900
2025/12/05,10:12:38,294,100
2025/12/05,10:12:38,295,100
2025/12/05,10:12:35,295,100
2025/12/05,10:12:33,295,500
2025/12/05,10:12:30,295,400
2025/12/05,10:12:30,296,100
2025/12/05,10:12:28,294,500
2025/12/05,10:12:28,295,500
2025/12/05,10:12:27,296,100
2025/12/05,10:12:25,296,500
2025/12/05,10:12:25,295,500
2025/12/05,10:12:23,295,100
2025/12/05,10:12:21,294,200
2025/12/05,10:12:19,296,100
2025/12/05,10:12:18,294,100
2025/12/05,10:12:17,294,100
2025/12/05,10:12:17,296,100
2025/12/05,10:12:17,295,300
2025/12/05,10:12:17,294,600
2025/12/05,10:12:16,293,200
2025/12/05,10:12:15,292,"1,000"
2025/12/05,10:12:15,294,100
2025/12/05,10:12:14,292,900
2025/12/05,10:12:14,293,800
2025/12/05,10:12:14,294,800
2025/12/05,10:12:14,294,"2,400"
2025/12/05,10:12:13,295,"2,600"
2025/12/05,10:12:13,295,"5,000"
2025/12/05,10:12:13,295,"1,000"
2025/12/05,10:12:12,297,100
2025/12/05,10:12:11,296,600
2025/12/05,10:12:11,296,400
2025/12/05,10:12:11,297,100
2025/12/05,10:12:10,298,400
2025/12/05,10:12:07,298,"1,000"
2025/12/05,10:12:06,298,100
2025/12/05,10:12:05,296,100
2025/12/05,10:12:05,298,"2,200"
2025/12/05,10:12:05,298,100
2025/12/05,10:12:05,298,100
2025/12/05,10:12:05,298,"2,100"
2025/12/05,10:12:05,297,"4,800"
2025/12/05,10:12:05,296,200
2025/12/05,10:12:05,295,400
2025/12/05,10:12:05,296,"4,000"
2025/12/05,10:12:05,297,100
2025/12/05,10:12:04,297,"2,700"
2025/12/05,10:12:04,298,"1,500"
2025/12/05,10:12:03,299,100
2025/12/05,10:12:02,298,100
2025/12/05,10:12:00,299,100
2025/12/05,10:12:00,299,100
2025/12/05,10:12:00,297,500
2025/12/05,10:12:00,298,300
2025/12/05,10:12:00,298,100
2025/12/05,10:11:58,299,"3,700"
2025/12/05,10:11:58,298,400
2025/12/05,10:11:58,297,900
2025/12/05,10:11:57,297,800
2025/12/05,10:11:57,298,300
2025/12/05,10:11:57,299,100
2025/12/05,10:11:56,298,100
2025/12/05,10:11:55,298,"3,200"
2025/12/05,10:11:54,298,100
2025/12/05,10:11:54,298,500
2025/12/05,10:11:53,298,100
2025/12/05,10:11:53,297,"2,000"
2025/12/05,10:11:52,297,200
2025/12/05,10:11:52,298,"1,000"
2025/12/05,10:11:51,297,"3,000"
2025/12/05,10:11:50,298,100
2025/12/05,10:11:50,298,100
2025/12/05,10:11:50,298,100
2025/12/05,10:11:49,299,100
2025/12/05,10:11:49,299,"1,000"
2025/12/05,10:11:49,299,"2,000"
2025/12/05,10:11:49,299,"3,500"
2025/12/05,10:11:48,299,300
2025/12/05,10:11:47,299,100
2025/12/05,10:11:47,298,200
2025/12/05,10:11:46,299,100
2025/12/05,10:11:46,298,500
2025/12/05,10:11:46,298,100
2025/12/05,10:11:46,298,"1,000"
2025/12/05,10:11:45,299,900
2025/12/05,10:11:45,298,"1,000"
2025/12/05,10:11:44,299,100
2025/12/05,10:11:42,297,"2,700"
2025/12/05,10:11:42,298,200
2025/12/05,10:11:42,298,"5,100"
2025/12/05,10:11:40,298,100
2025/12/05,10:11:40,297,100
2025/12/05,10:11:40,297,100
2025/12/05,10:11:38,297,500
2025/12/05,10:11:38,297,500
2025/12/05,10:11:37,297,100
2025/12/05,10:11:36,297,400
2025/12/05,10:11:35,296,200
2025/12/05,10:11:33,297,100
2025/12/05,10:11:32,297,400
2025/12/05,10:11:31,296,100
2025/12/05,10:11:31,297,200
2025/12/05,10:11:31,297,100
2025/12/05,10:11:30,297,"2,400"
2025/12/05,10:11:30,297,100
2025/12/05,10:11:29,297,"2,200"
2025/12/05,10:11:27,297,100
2025/12/05,10:11:27,297,100
2025/12/05,10:11:26,296,600
2025/12/05,10:11:26,295,"2,200"
2025/12/05,10:11:25,294,100
2025/12/05,10:11:24,294,200
2025/12/05,10:11:24,294,300
2025/12/05,10:11:23,294,100
2025/12/05,10:11:22,293,"4,100"
2025/12/05,10:11:22,294,900
2025/12/05,10:11:20,295,100
2025/12/05,10:11:20,294,100
2025/12/05,10:11:19,293,100
2025/12/05,10:11:19,293,800
2025/12/05,10:11:18,295,700
2025/12/05,10:11:18,294,300
2025/12/05,10:11:18,292,400
2025/12/05,10:11:17,291,100
2025/12/05,10:11:16,291,100
2025/12/05,10:11:16,292,100
2025/12/05,10:11:16,292,100
2025/12/05,10:11:15,291,300
2025/12/05,10:11:15,291,"3,300"
2025/12/05,10:11:15,291,"3,500"
2025/12/05,10:11:15,292,"1,500"
2025/12/05,10:11:15,293,"1,700"
2025/12/05,10:11:14,293,300
2025/12/05,10:11:13,295,400
2025/12/05,10:11:13,294,100
2025/12/05,10:11:12,294,200
2025/12/05,10:11:12,294,600
2025/12/05,10:11:11,295,"3,900"
2025/12/05,10:11:09,295,"1,000"
2025/12/05,10:11:08,297,100
2025/12/05,10:11:08,296,600
2025/12/05,10:11:08,296,100
2025/12/05,10:11:08,296,300
2025/12/05,10:11:07,296,100
2025/12/05,10:11:05,297,100
2025/12/05,10:11:05,296,600
2025/12/05,10:11:05,296,100
2025/12/05,10:11:05,296,300
2025/12/05,10:11:04,297,100
2025/12/05,10:11:04,297,"2,400"
2025/12/05,10:11:04,296,100
2025/12/05,10:11:03,296,300
2025/12/05,10:11:03,296,"1,000"
2025/12/05,10:11:02,295,100
2025/12/05,10:11:02,294,"1,500"
2025/12/05,10:11:02,294,400
2025/12/05,10:11:02,295,100
2025/12/05,10:11:02,296,100
2025/12/05,10:11:01,295,400
2025/12/05,10:11:01,295,"1,700"
2025/12/05,10:11:01,294,800
2025/12/05,10:11:00,293,100
2025/12/05,10:10:56,294,100
2025/12/05,10:10:55,292,100
2025/12/05,10:10:55,293,"1,000"
2025/12/05,10:10:55,294,"1,900"
2025/12/05,10:10:54,295,100
2025/12/05,10:10:50,295,100
2025/12/05,10:10:50,295,100
2025/12/05,10:10:50,295,100
2025/12/05,10:10:49,295,300
2025/12/05,10:10:49,295,"1,000"
2025/12/05,10:10:48,294,200
2025/12/05,10:10:48,294,200
2025/12/05,10:10:43,295,"1,000"
2025/12/05,10:10:42,293,400
2025/12/05,10:10:42,294,500
2025/12/05,10:10:42,295,100
2025/12/05,10:10:41,293,800
2025/12/05,10:10:41,294,500
2025/12/05,10:10:41,294,"2,500"
2025/12/05,10:10:40,293,200
2025/12/05,10:10:38,294,100
2025/12/05,10:10:38,293,300
2025/12/05,10:10:38,293,"1,100"
2025/12/05,10:10:35,293,"1,200"
2025/12/05,10:10:35,292,800
2025/12/05,10:10:32,291,100
2025/12/05,10:10:21,293,100
2025/12/05,10:10:20,291,100
2025/12/05,10:10:20,293,"3,400"
2025/12/05,10:10:20,292,"3,900"
2025/12/05,10:10:20,291,"2,200"
2025/12/05,10:10:20,290,500
2025/12/05,10:10:18,290,"1,000"
2025/12/05,10:10:17,290,100
2025/12/05,10:10:15,290,100
2025/12/05,10:10:15,289,100
2025/12/05,10:10:10,288,100
2025/12/05,10:10:09,290,700
2025/12/05,10:10:09,289,200
2025/12/05,10:10:04,290,200
2025/12/05,10:10:01,290,400
2025/12/05,10:10:01,289,200
2025/12/05,10:10:01,288,300
2025/12/05,10:10:01,288,100
2025/12/05,10:09:58,288,500
2025/12/05,10:09:58,289,200
2025/12/05,10:09:56,289,100
2025/12/05,10:09:45,290,100
2025/12/05,10:09:45,287,500
2025/12/05,10:09:44,287,400
2025/12/05,10:09:44,288,200
2025/12/05,10:09:44,289,600
2025/12/05,10:09:39,288,"1,100"
2025/12/05,10:09:39,290,100
2025/12/05,10:09:38,289,300
2025/12/05,10:09:38,290,"2,000"
2025/12/05,10:09:34,290,100
2025/12/05,10:09:33,289,200
2025/12/05,10:09:32,288,200
2025/12/05,10:09:32,289,100
2025/12/05,10:09:26,288,900
2025/12/05,10:09:26,288,300
2025/12/05,10:09:24,289,300
2025/12/05,10:09:24,288,100
2025/12/05,10:09:24,289,300
2025/12/05,10:09:24,288,200
2025/12/05,10:09:23,286,800
2025/12/05,10:09:23,287,300
2025/12/05,10:09:22,287,"1,400"
2025/12/05,10:09:22,288,500
2025/12/05,10:09:22,289,"1,000"
2025/12/05,10:09:20,291,900
2025/12/05,10:09:20,290,"3,500"
2025/12/05,10:09:20,289,400
2025/12/05,10:09:20,288,"1,500"
2025/12/05,10:09:20,289,200
